n:1|p:0|s:-0.836199,0.274894,0.000000,0.946104,-0.000000,0.000000,-0.323863,-1.375349,0.760147,0.000000,0.000000,0.000000,-1.154987|d:0.890745|u:1.509536,0.744500,-1.625039,-1.554897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:5.437963
n:2|p:1|s:-1.264652,-0.444776,0.000000,0.977637,-0.000000,0.000000,0.210298,-0.293768,-0.291329,0.000000,0.000000,0.000000,1.548162|d:1.418663|u:-1.561069,0.698421,1.129049,0.877847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:7.768385
n:3|p:0|s:1.652801,0.343885,0.000000,0.993446,-0.000000,0.000000,-0.114302,1.618587,0.203837,0.000000,0.000000,0.000000,-0.217758|d:1.470068|u:-0.634071,-1.799328,1.066805,1.213321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:3.443127
n:4|p:3|s:2.058639,-1.259028,0.000000,0.991578,-0.000000,0.000000,0.129508,-0.299897,0.966522,0.000000,0.000000,0.000000,0.413893|d:1.875276|u:-1.587026,1.603585,1.502417,-1.232912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:5.539630
n:5|p:2|s:-0.763559,-1.164788,0.000000,0.804648,-0.000000,0.000000,0.593752,1.239223,-0.840757,0.000000,0.000000,0.000000,0.614748|d:0.892825|u:1.772326,-1.653615,-0.831170,0.996920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:11.784948
n:6|p:3|s:1.639554,0.721845,0.000000,0.337836,-0.000000,-0.000000,0.941205,-0.346883,0.165341,0.000000,0.000000,0.000000,-2.291928|d:1.989666|u:-0.104636,0.108069,0.005919,-1.563652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:5.428560
n:7|p:4|s:2.444121,-2.157379,0.000000,0.860768,-0.000000,0.000000,-0.508998,0.680190,-0.912537,0.000000,0.000000,0.000000,3.467078|d:1.826815|u:1.176988,-1.619222,1.260787,1.546945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:9.128920
n:8|p:1|s:-1.844241,1.909393,0.000000,0.552814,-0.000000,-0.000000,0.833305,-0.568282,0.643792,0.000000,0.000000,0.000000,-2.050080|d:1.983702|u:0.114822,0.927754,-1.244993,-1.175812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:8.819090
n:9|p:8|s:-1.670536,4.117550,0.000000,0.731527,-0.000000,0.000000,0.681812,0.357336,1.384805,0.000000,0.000000,0.000000,0.329813|d:1.840864|u:0.641210,1.541895,-1.623691,-0.298558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:10.366030
n:10|p:9|s:-0.480041,3.606942,0.000000,0.995133,-0.000000,0.000000,0.098543,0.725011,-0.536848,0.000000,0.000000,0.000000,3.445463|d:1.855493|u:1.000929,-1.791330,1.912669,1.226772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:11.963623
n:11|p:7|s:3.963282,-2.871521,0.000000,0.481561,-0.000000,-0.000000,0.876412,0.709881,-0.278915,0.000000,0.000000,0.000000,-3.529897|d:1.756181|u:-0.489613,-1.862051,-0.760156,0.615148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:11.688664
n:12|p:2|s:-3.065751,0.202266,0.000000,0.460037,-0.000000,-0.000000,0.887900,-1.647011,-0.212685,0.000000,0.000000,0.000000,0.954407|d:1.578506|u:-0.760916,1.266582,1.650730,-1.537718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:10.764147
n:13|p:7|s:2.132673,-3.528985,0.000000,0.769879,-0.000000,0.000000,0.638189,-0.946856,-1.168759,0.000000,0.000000,0.000000,0.781396|d:1.640205|u:-1.213126,-0.937845,1.733244,0.868680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:13.235132
