n:1|p:0|s:-0.173881,0.163189,0.000000,0.046983,0.000000,0.000000,-0.998896,0.080592,0.201426,0.000000,0.000000,0.000000,-2.937245|d:1.453568|u:0.869188,-1.433590,0.427876,-1.934798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:1.453568
n:2|p:0|s:0.206760,0.287723,0.000000,0.986450,-0.000000,0.000000,-0.164064,0.765928,0.908389,0.000000,0.000000,0.000000,-1.059911|d:0.530035|u:-0.169193,-1.747617,-1.046880,1.882537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:0.530035
n:3|p:0|s:0.951137,-0.887821,0.000000,0.521623,-0.000000,-0.000000,0.853176,0.527590,-0.719656,0.000000,0.000000,0.000000,-3.014177|d:1.860206|u:-1.587315,-1.495699,-0.018224,1.041901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:1.860206
n:4|p:1|s:0.106925,0.101744,0.000000,0.733878,-0.000000,0.000000,0.679281,0.626088,-0.586042,0.000000,0.000000,0.000000,-2.744943|d:0.617348|u:-1.720374,-1.181380,-0.154318,1.278709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:2.070916
n:5|p:1|s:-0.643111,0.263144,0.000000,0.893360,-0.000000,0.000000,0.449341,-0.489832,0.364047,0.000000,0.000000,0.000000,-1.215635|d:1.328728|u:0.317720,-0.189697,0.749550,-1.601440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:2.782295
n:6|p:2|s:0.927250,0.940712,0.000000,0.666900,-0.000000,-0.000000,0.745147,0.794222,-0.201935,0.000000,0.000000,0.000000,2.770503|d:1.266029|u:1.885863,-0.879832,0.184428,0.877074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:1.796064
n:7|p:5|s:-1.884276,0.344039,0.000000,0.166352,0.000000,0.000000,-0.986066,-0.492110,-0.298253,0.000000,0.000000,0.000000,2.607203|d:1.610658|u:-1.191149,1.683657,0.739026,0.612521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:4.392953
n:8|p:7|s:-1.527681,-0.817546,0.000000,0.457545,0.000000,0.000000,-0.889186,0.769668,-1.158342,0.000000,0.000000,0.000000,-0.459418|d:1.247216|u:0.304798,-1.348973,-0.904355,1.458316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:5.640169
n:9|p:8|s:-1.901085,-1.145873,0.000000,0.398775,0.000000,0.000000,-0.917049,-0.386004,0.119261,0.000000,0.000000,0.000000,4.515875|d:1.862727|u:0.488382,1.347311,1.272510,-0.015702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:7.502896
n:10|p:9|s:-2.263556,-1.896440,0.000000,0.992398,-0.000000,0.000000,-0.123066,0.327047,-1.258923,0.000000,0.000000,0.000000,0.804140|d:0.997079|u:-1.635406,-0.290689,1.737979,0.334281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000|c:8.499974
