10.000000,50,0,0,0.000000,50

20.000000,44,6,1,82.410882,50

30.000000,37,12,3,242.052870,50

35.000000,36,12,1,213.799772,50

40.000000,31,18,3,481.375173,50

45.000000,26,20,4,600.508438,50

50.000000,13,35,1,1078.050670,50

60.000000,10,37,2,1399.231064,50

100.000000,0,50,4,1901.930630,50

